id,name,fuel_type
1807,750Li xDrive 6AT,P
1808,750i 8AT,P
1809,750Li 8AT,P
1810,750Li xDrive,P
1811,760i 6AT,P
1812,760Li 6AT,P
1813,760LiS 8AT,P
1814,760i 8AT,P
1815,760Li 8AT,P
1816,M760Li xDrive 8AT,P
1817,M850i xDrive 8AT,P
1818,1.5 6AT,P
1819,1 M 6MT,P
1820,M135i 6MT,P
1821,M135i 8AT,P
1822,M135i xDrive 8AT,P
1823,M2 3.0 6MT,P
1824,M2 3.0 8AT,P
1825,M2 3.0 DKG,P
1826,M2 Competition 3.0 6MT,P
1827,M2 Competition 3.0 DKG,P
1828,M3 3.2 6MT,P
1829,M3 3.2 CSL 6MT,P
1830,M3 3.0 6MT,P
1831,M3 3.0 7AT,P
1832,M3 4.0 6MT,P
1833,M3 4.0 7AT,P
1834,M4 3.0 6MT,P
1835,M4 3.0 7AT,P
1836,M5 5.0 6MT,P
1837,M5 4.4 7AT,P
1838,M5 4.4 8AT,P
1839,M5 Competition 4.4 8AT,P
1840,M5 4.4 6MT,P
1841,M5 5.0 7AT,P
1842,M6 4.4 6MT,P
1843,M6 4.4 7AT,P
1844,M6 5.0 6MT,P
1845,M6 5.0 7AT,P
1846,xDrive28i 8AT,P
1847,sDrive16d 6MT,D
1848,sDrive16d 7AT,D
1849,sDrive 18i 6MT,P
1850,sDrive18i 6MT,P
1851,sDrive18i 8AT,P
1852,sDriveL 18i 6MT,P
1853,xDrive25Le 8AT,P
1854,sDrive20d 6MT,D
1855,sDrive20d 8AT,D
1856,xDrive20d 8AT,D
1857,sDrive18d 6MT,D
1858,sDrive18d 8AT,D
1859,xDrive18d 6MT,D
1860,xDrive18d 8AT,D
1861,xDrive25d 8AT,D
1862,sDrive20i 7AT,P
1863,sDrive20i 8AT,P
1864,xDrive20i 8AT,P
1865,xDrive25i 8AT,P
1866,sDrive28i 8AT,P
1867,xDrive28i 6MT,P
1868,sDrive20i 6MT,P
1869,xDrive20i 6MT,P
1870,sDrive18i 6AT,P
1871,sDrive16d 8AT,D
1872,sDrive20d 6AT,D
1873,xDrive20d 6AT,D
1874,xDrive20d 6MT,D
1875,xDrive23d 6AT,D
1876,xDrive23d 6MT,D
1877,xDrive25d 6MT,D
1878,sDrive18d 6AT,D
1879,xDrive18d 6AT,D
1880,xDrive28i 6AT,P
1881,xDrive25i 6AT,P
1882,xDrive35i 6AT,P
1883,sDrive28i 6MT,P
1884,XDrive28i 6MT,P
1885,sDrive18i 7AT,P
1886,20d xDrive 8AT,D
1887,18d sDrive 6MT,D
1888,18d xDrive 8AT,D
1889,xDrive28d 8AT,D
1890,sDrive30i 8AT,P
1891,xDrive30i 8AT,P
1892,sDrive18i,P
1893,xDrive30d 8AT,D
1894,M40i 8AT,P
1895,M40i xDrive 8AT,P
1896,2.0d 6MT,D
1897,2.5i 5AT,P
1898,2.5i 6MT,P
1899,3.0i 5AT,P
1900,3.0i 6MT,P
1901,3.0d 5AT,D
1902,3.0d 6MT,D
1903,3.0d 6AT,D
1904,3.0sd 6AT,D
1905,xDrive35d 6AT,D
1906,2.0i 6MT,P
1907,2.0d 6AT,D
1908,2.5si 6AT,P
1909,2.5si 6MT,P
1910,xDrive25i 6MT,P
1911,3.0si 6AT,P
1912,3.0si 6MT,P
1913,xDrive30i 6AT,P
1914,xDrive30i 6MT,P
1915,xDrive35i 8AT,P
1916,xDrive35d 8AT,D
1917,3.0 Turbo 8AT,P
1918,3.0 Turbo 8AT Competition,P
1919,25d xDrive 8AT,D
1920,20i xDrive 8AT,P
1921,30i xDrive 8AT,P
1922,30d xDrive 8AT,D
1923,M40d xDrive 8AT,D
1924,xDrive25d,D
1925,sDrive25d 8AT,D
1926,xDrive40i 8AT,P
1927,3.0i 5MT,P
1928,3.0d 5MT,D
1929,xDrive30d 6AT,D
1930,4.4i 5AT,P
1931,4.6is 5AT,P
1932,xDrive40e 8AT,P
1933,sDrive35i 8AT,P
1934,M50d 8AT,D
1935,xDrive40d 8AT,D
1936,4.4i 6AT,P
1937,4.8i 6AT,P
1938,4.8is 6AT,P
1939,xDrive48i 6AT,P
1940,xDrive 50i 8AT,P
1941,xDrive50i 8AT,P
1942,4.4 6AT,P
1943,4.4 8AT,P
1944,M50d xDrive 8AT,D
1945,xDrive35i Performance 6AT,P
1946,xDrive50i 6AT,P
1947,40i xDrive 8AT,P
1948,1.8 5MT,P
1949,1.9i 5MT,P
1950,2.0 4AT,P
1951,2.0 5MT,P
1952,2.8 4AT,P
1953,2.8 5MT,P
1954,2.3 4AT,P
1955,2.3 5MT,P
1956,2.2i 5AT,P
1957,2.2i 5MT,P
1958,2.5 5AT,P
1959,2.5 5MT,P
1960,3.0 5AT,P
1961,3.0 5MT,P
1962,3.2 5MT,P
1963,20i sDrive 8AT,P
1964,2.5i 5MT,P
1965,2.0i 5MT,P
1966,sDrive23i 6AT,P
1967,sDrive23i 6MT,P
1968,2.5i 6AT,P
1969,sDrive30i 6AT,P
1970,sDrive30i 6MT,P
1971,3.0i 6AT,P
1972,sDrive35i 6MT,P
1973,sDrive35i 7AT,P
1974,sDrive35is 7AT,P
1975,3.2 6MT,P
1976,2.0 16v,P
1977,2.4 16v,P
1978,1.6 16v,P
1979,8.0 W16,P
1980,1.4 Turbo ecoFlex,P
1981,1.6 SIDI Turbo,P
1982,1.6 16v Turbo VVT GT,P
1983,3.6 V6 8AT,P
1984,2.8 V6 T 6AT,P
1985,2.8 V6 T 6MT,P
1986,3.6 V6 6AT,P
1987,3.6 V6 6MT,P
1988,6.2 V8 DI Supercharged,P
1989,6.2 V8 6AT,P
1990,6.2 V8 EcoTec3,P
1991,6.2 V8 EcoTec3 10AT,P
1992,6.2 V8 EcoTec3 6AT,P
1993,6.2 V8 EcoTec3 8AT,P
1994,2.3 16v 5MT,P
1995,2.3 16v 6MT,P
1996,0.66 5MT,P
1997,1.6 16v DVVT,P
1998,1.5L Turbo 7AT,P
1999,1.5L Turbo 5MT,P
2000,1.5L Turbo CVT,P
2001,1.1 16v,P
2002,0.8,P
2003,1.1 5MT,P
2004,1.8 16v,P
2005,1.5L,P
2006,1.0 12v,P
2007,1.8  8v,P
2008,2.0  8v FlexPower,P
2009,2.0 FlexPower,P
2010,1.7 16v DTI,D
2011,2.0 16v Turbo,P
2012,1.2 16v Eco,P
2013,1.3 16v D,D
2014,1.3 16v D Eco,D
2015,1.4 16v Turbo,P
2016,1.4 16v Automatic,P
2017,1.6 16v Automatic,P
2018,1.0 16v,P
2019,1.0 6v Ecotec,P
2020,3.6 V6 1LS,P
2021,3.6 V6 2LS Automatic,P
2022,3.6 V6 LT,P
2023,3.6 V6 LT Automatic,P
2024,3.6 V6 LT Convertible,P
2025,3.6 V6 LT Convertible Automatic,P
2026,3.6 V6 LT RS,P
2027,3.6 V6 LT RS 45th Anniversary Edition,P
2028,3.6 V6 LT RS 45th Anniversary Edition Automatic,P
2029,3.6 V6 LT RS Automatic,P
2030,3.6 V6 LT Transformers 3 Edition,P
2031,3.6 V6 LT Transformers 3 Edition Automatic,P
2032,3.6 V6 LS,P
2033,3.6 V6 LS Automatic,P
2034,6.2 V8 LS 6AT,P
2035,6.2 V8 LS Convertible 6AT,P
2036,6.2 V8 SS 45th Anniversary Edition 6AT,P
2037,6.2 V8 SS 6AT,P
2038,6.2 V8 SS Convertible 6AT,P
2039,6.2 V8 SS RS 6AT,P
2040,6.2 V8 SS Transformers 3 Edition 6AT,P
2041,6.2 V8 LS Convertible 6MT,P
2042,6.2 V8 SS 1LE Performance Pkg 6MT,P
2043,6.2 V8 SS 45th Anniversary Edition 6MT,P
2044,6.2 V8 SS 6MT,P
2045,6.2 V8 SS Convertible 6MT,P
2046,6.2 V8 SS RS 6MT,P
2047,6.2 V8 SS Transformers 3 Edition 6MT,P
2048,3.2 V6 4WD Automatic,P
2049,2.4 16v 2WD,P
2050,2.4 16v 4WD Automatic,P
2051,2.0 16v VCDi 150 2WD,D
2052,2.0 16v VCDi 150 4WD,D
2053,2.0 16v VCDi 150 4WD Automatic,D
2054,2.2 16v D 163 2WD,D
2055,2.2 16v D 163 2WD Automatic,D
2056,2.2 16v D 163 4WD,D
2057,2.2 16v D 163 4WD Automatic,D
2058,2.2 16v D 184 4WD,D
2059,2.2 16v D 184 4WD Automatic,D
2060,2.4 16v 4WD,P
2061,1.0  8v FlexFuel,P
2062,1.0 FlexPower,P
2063,1.0  8v,P
2064,1.5 16v,P
2065,2.8 TD Duramax,D
2066,1.0  8v FlexPower,P
2067,1.4  8v FlexFuel,P
2068,6.0 V8,P
2069,6.2 V8,P
2070,1.6 16v Turbo,P
2071,1.7 16v VCDi,D
2072,1.8 16v Automatic,P
2073,2.0 16v VCDi 125,D
2074,2.0 16v VCDi 150,D
2075,2.0 16v VCDi 150 Automatic,D
2076,2.0 16v VCDi,D
2077,2.0 16v VCDi Automatic,D
2078,2.5 20v Automatic,P
2079,1.6 TD,D
2080,2.4 16v ECOTEC,P
2081,4.8 V8,P
2082,5.3 V8,P
2083,6.6 V8 D Duramax,D
2084,3.9 V6,P
2085,2.0 16v VCDi 6AT,D
2086,2.4 16v 4AT,P
2087,2.4 16v 6AT,P
2088,2.4 16v Flexfuel,P
2089,3.5 V6 6AT,P
2090,2.2 16v 4AT,P
2091,1.8  8v FlexFuel,P
2092,1.3  8v CTDI,D
2093,1.0 8v FlexFuel,E
2094,2.4 16v Automatic,P
2095,2.0 16v VCDi 130,D
2096,2.0 16v VCDi 163,D
2097,2.0 16v VCDi 163 Automatic,D
2098,2.4  8v FlexPower,P
2099,1.5 16v 6AT,P
2100,6.0 V8 4AT,P
2101,5.3 V8 6AT,P
2102,1.7 D AWD,D
2103,1.7 D FWD Automatic,D
2104,1.9  8v CDTI,D
2105,1.9 16v CDTI,D
2106,2.0 16v Turbo OPC,P
2107,1.6 16v FlexFuel,P
2108,2.0L 16v Multiair II,P
2109,2.4 16v MultiAir 2,P
2110,2.4L 16v Multiair II,P
2111,3.6 Pentastar V6,P
2112,3.6 V6,P
2113,3.0 V6 CRD,D
2114,5.7 V8,P
2115,5.7 V8 Hemi,P
2116,6.4 V8 SRT-8,P
2117,2.2 16v CRD,D
2118,2.4 16v Turbo GT,P
2119,2.0 16v CRD,D
2120,2.7i V6 DCT,P
2121,3.6i V6 DCT,P
2122,2.8 CRD,D
2123,2.5 CRD,D
2124,1.5 BlueHDI 5MT,D
2125,1.5 BlueHDI 6MT,D
2126,1.5 BlueHDI 8AT,D
2127,1.6 16v VTI,P
2128,1.6 16v VTi,P
2129,1.6 HDI,D
2130,1.6 BlueHDi,D
2131,1.2 PureTech 110 6MT,P
2132,1.2 PureTech 130 8AT,P
2133,1.2 PureTech 110,P
2134,1.2 PureTech 130,P
2135,2.0 HDI,D
2136,2.2 HDI,D
2137,1.2 PureTech 82,P
2138,1.4 HDI,D
2139,1.0 Vti 72,P
2140,1.1  8v,P
2141,1.6 16v VTS,P
2142,1.4 8v HDi,D
2143,1.6  8v BlueHDI  75,D
2144,1.0 VTi 68,P
2145,1.2 PureTech 68,P
2146,1.5 BlueHDI 6AT,D
2147,1.2 PureTech 85,P
2148,1.6 16v THP,P
2149,1.6 16v VTI LPG,P
2150,2.0 BlueHDi,D
2151,2.0 16v VTS,P
2152,1.6i MPI,P
2153,1.8 e-HDi 150 6MT,D
2154,1.6 Hdi,D
2155,1.2 PureTech 75,P
2156,1.8 16V,P
2157,1.6 16v e-HDI,D
2158,2.0 BlueHDi 160,D
2159,3.0 TDV6,D
2160,2.0 16v HPI,P
2161,2.7 V6 HDI,D
2162,3.0 V6 24v,P
2163,1.6 16v THP PureTech 8AT,P
2164,1.6 16v THP Cabrio Racing,P
2165,1.6 16v THP Racing,P
2166,1.6 16v THP 150,P
2167,1.6 16v THP 155,P
2168,1.6 16v THP Cabrio 155,P
2169,1.6 16v VTi 120,P
2170,1.6 16v VTi 120 Automatic,P
2171,1.6 16v VTi Cabrio 120,P
2172,1.6 16v VTi Cabrio 120 Automatic,P
2173,1.6 16v VTi Cabrio 150,P
2174,1.6 16v VTi Cabrio 150 Automatic,P
2175,1.6 16v VTi 150,P
2176,1.6 16v VTi 150 Automatic,P
2177,1.4 16v VTi 95,P
2178,1.4 16v VTi 95 EGS,P
2179,1.4  8v  e-HDI 70 EGS,D
2180,1.6  8v e-HDI 115,D
2181,1.6  8v Cabrio e-HDI 90 Airdream EGS6,D
2182,1.6  8v e-HDI 90,D
2183,1.6  8v e-HDI 90 EGS6,D
2184,1.6  8v HDi 90,D
2185,1.6  8v  e-HDI 110,D
2186,1.6  8v  HDi 110,D
2187,1.6  8v  HDi 110 FAP,D
2188,1.6  8v HDi 110,D
2189,1.6  8v Cabrio BlueHDI  75,D
2190,1.6  8v BlueHDI 115,D
2191,1.6  8v Cabrio BlueHDI 115,D
2192,1.6  8v BlueHDI 100,D
2193,1.6  8v Cabrio BlueHDI 100,D
2194,1.6  8v BlueHDI 120,D
2195,1.6  8v Cabrio BlueHDI 120,D
2196,1.2 PureTech 155,P
2197,1.6 16v THP 165,P
2198,1.6 16v THP Cabrio 150,P
2199,1.6 16v THP Cabrio 165,P
2200,1.2 PureTech 100,P
2201,2.0 HDI Hybrid4,D
2202,2.2 HDi,D
2203,3.0 HDI,D
2204,2.8 HDI,D
2205,2.0 BlueHDi 110,D
2206,2.0 BlueHDi 130,D
2207,1.3 HDI,D
2208,1.4  8v VTS,P
2209,1.6 16v VTR,P
2210,2.0 TFSI 7AT 4Drive,P
2211,2.0 TSI Cupra 300,P
2212,1.5 TSI,P
2213,1.5 dCi 5MT,D
2214,1.2 TCe 5AT,P
2215,1.6 MPI 5MT,P
2216,2.0 MPI 5MT,P
2217,2.0 MPI HiFlex,P
2218,1.2 TCe 6AT,P
2219,1.2 TCe AWD 6AT,P
2220,1.6 16v AWD 6MT,P
2221,1.6 16v 5MT,P
2222,1.6 16v LPG 5MT,L
2223,1.5 Blue dCi 6MT,D
2224,1.5 Blue dCi AWD 6MT,D
2225,1.5 dCi AWD 6MT,D
2226,1.5 dCi 6MT,D
2227,0.9 TCe 5AT,P
2228,0.9 TCe 5MT,P
2229,0.9 TCe LPG 5MT,L
2230,1.4 MPI 5MT,P
2231,1.6 16v 4AT,P
2232,1.6 MPI 4AT,P
2233,1.2 16v 5MT,P
2234,1.6 MPI LPG 5MT,L
2235,1.2 16v LPG 5MT,L
2236,1.4 MPI LPG 5MT,P
2237,1.4 MPI LPG 5MT,L
2238,1.4  8v 5MT,P
2239,2.0 16v VCDi 125 2WD,D
2240,2.5 VVT-iE 16V CVT,P
2241,2.5 VVT-iE Hybrid 16v E-CVT,P
2242,660cc Turbo,P
2243,6.2 V8 SRT Hellcat,P
2244,6.4 V8,P
2245,6.1 V8 SRT8,P
2246,6.4 V8 SRT 392,P
2247,6.4 V8 SRT 392 8AT,P
2248,6.4 V8 SRT8,P
2249,5.7 V8 R/T 8AT,P
2250,2.4 16v Turbo SRT-4,P
2251,3.7 V6,P
2252,5.7 V8 Hemi 8AT,P
2253,3.0 V6 EcoDiesel 8AT,D
2254,5.9 L6,D
2255,6.7 L6,D
2256,2.5 16v CRDi,D
2257,3.6L 24v V6,P
2258,8.4 V10 SRT10,P
2259,2.3 16v 6AT,P
2260,2.0 16v 6AT,P
2261,2.0 16v 6MT,P
2262,80 kW AC,E
2263,3.6 V8 Challenge Stradale,P
2264,3.6 V8 Modena,P
2265,3.6 V8 Modena F1,P
2266,3.6 V8 Spider,P
2267,3.6 V8 Spider F1,P
2268,4.5 V8 Italia,P
2269,4.5 V8 Speciale,P
2270,4.5 V8 Speciale A,P
2271,4.5 V8 Spider,P
2272,3.9 V8 Twin-Turbo,P
2273,5.8 V12,P
2274,5.8 V12 F1,P
2275,5.8 V12 GTZ Zagato,P
2276,5.8 V12 Superamerica,P
2277,5.8 V12 Superamerica F1,P
2278,6.0 V12 GTB Fiorano,P
2279,6.0 V12 GTB Fiorano China Special Edition,P
2280,6.0 V12 GTB Fiorano F1,P
2281,6.0 V12 GTB Fiorano HGTE,P
2282,6.0 V12 GTO,P
2283,6.5 V12,P
2284,4.3 V8 F1,P
2285,3.8 V8 Twin-Turbo,P
2286,6.2 V12,P
2287,4.3 V8 Berlinetta,P
2288,4.3 V8 Berlinetta F1,P
2289,4.3 V8 Spider,P
2290,4.3 V8 Spider F1,P
2291,4.3 V8 Challenge,P
2292,4.3 V8 430 Scuderia,P
2293,4.3 V8 Scuderia Spider 16M,P
2294,3.9 V8 Twin-Turbo 7AT,P
2295,6.0 V12 Pininfarina,P
2296,1.3 16v Multijet 5MT (75 hp),D
2297,1.4 16v 5MT,P
2298,1.4 16v 6AT,P
2299,1.2  8v 5AT,P
2300,1.2  8v 5MT,P
2301,0.9 TwinAir 6MT (105 hp),P
2302,0.9 TwinAir 5MT (85 hp),P
2303,0.9 TwinAir 6AT (85 hp),P
2304,1.4 16v T-Jet MultiAir 6AT,P
2305,1.4 16v T-Jet MultiAir 6MT,P
2306,1.3 16v Multijet 5MT (85 hp),D
2307,1.6 16v Multijet 6MT (105 hp),D
2308,0.9 TwinAir 6MT (85 hp),P
2309,1.4 16v 6MT,P
2310,1.6 16v Multijet 6AT,D
2311,1.6 16v Multijet 6MT (120 hp),D
2312,2.0 16v Multijet II,D
2313,2.4 16v Tigershark MultiAir II,P
2314,1.6 16v MultiJet II 120 4x2 Cross,D
2315,1.4 16v MultiAir Turbo 4X4,P
2316,1.6 16v E-torQ 110 4x2,P
2317,1.4 16v Turbo MultiAir (140) 6AT,P
2318,1.0 12v GSE 6MT,P
2319,1.3 16v GSE 6AT,P
2320,1.8 16v E.TorQ FLEX,P
2321,1.0 6v FireFly FLEX,P
2322,1.3 8v FireFly FLEX,P
2323,1.9  8v JTD 105,D
2324,2.0 20v 155 HGT,P
2325,1.9  8v JTD 100,D
2326,1.2 16v 80,P
2327,1.9   8v Multijet 116 DPF,D
2328,1.9   8v Multijet 120 DPF,D
2329,1.4 16v 90,P
2330,1.9   8v Multijet 90 DPF,D
2331,1.4 16v T-Jet 150,P
2332,1.6 16v Multijet 120 DPF,D
2333,1.6 16v Multijet 120 DPF Automatic,D
2334,1.6 16v Multijet 105,D
2335,1.6 16v Multijet 105 DPF,D
2336,1.4 16v T-Jet 120,P
2337,1.4 16v T-Jet 120 Automatic,P
2338,2.0 16v Multijet 165 DPF,D
2339,1.6 16v Multijet 90,D
2340,1.6 16v Multijet 90 DPF,D
2341,1.4 16v MultiAir Turbo 140,P
2342,1.8 16v E.TorQ,P
2343,1.9 16v Multijet 150 DPF,D
2344,1.9 16v Mjet,D
2345,2.4 20v Mjet,D
2346,1.3 16v Multijet,D
2347,1.6 16v Natural Power,P
2348,1.9  8v JTD,D
2349,1.9  8v Multijet DPF (120),D
2350,1.6 Multijet 16v 105 DPF,D
2351,1.4 16v T-Jet 120 Natural Power,P
2352,1.3 16v Multijet DPF,D
2353,1.2  8v,P
2354,1.9  8v Multijet,D
2355,2.0 Multijet 16v 135 DPF,D
2356,1.3 Multijet 16v 90 DPF,D
2357,1.6 Multijet 16v 90 DPF,D
2358,1.6 Multijet 16V 90 DPF Automatic,D
2359,1.6 Multijet 16v 90 DPF Automatic,D
2360,1.4 16v 95,P
2361,2.3 Multijet II 9AT,D
2362,2.0 16v Mjet,D
2363,2.2 Mjet,D
2364,2.8 Jtd Power,D
2365,2.8 Jtd,D
2366,2.3 Jtd,D
2367,2.3 Mjet,D
2368,3.0 Mjet,D
2369,3.0 Mjet Power,D
2370,2.0  8v,P
2371,2.0 Jtd,D
2372,1.3  8v Flexpower,P
2373,1.3 16v Mjet,D
2374,1.3 16v Mjet DPF,D
2375,2.0 16v Multijet II 140 MT,D
2376,2.0 16v Multijet II 170 4x4 AT,D
2377,2.0 16v Multijet II 170 4x4 MT,D
2378,2.0 16v Multijet II 170 AT,D
2379,2.0 16v Multijet II 170 MT,D
2380,2.4 TD 5AT,D
2381,2.4 TD 6MT,D
2382,1.6 16v E.TorQ,P
2383,1.3 16v Multijet 75 DPF,D
2384,1.3 16v Multijet 90,D
2385,1.3 16v Multijet 90 Automatic,D
2386,1.3 16v Multijet 90 DPF,D
2387,1.9  8v Multijet 130,D
2388,1.4  8v Automatic,P
2389,1.4  8v LPG,P
2390,1.4  8v Natural Power,P
2391,1.9  8v Multijet 120,D
2392,1.6 16v Multijet 120,D
2393,1.9  8v Jtd,D
2394,1.6 16v Mjet,D
2395,2.4 Jtd,D
2396,1.0 Flex,P
2397,1.0 5MT,P
2398,1.4  8v Flexpower,P
2399,1.8  8v FlexPower,P
2400,1.3 16v Multijet 5MT (80 hp),D
2401,1.3 16v Multijet DPF 4x4,D
2402,1.2  8v 4x4,P
2403,1.1  8v Eco,P
2404,1.2  8v Automatic,P
2405,1.2  8v Eco,P
2406,1.2  8v Natural Power,P
2407,1.3 16v Multijet 4x4,D
2408,1.3 16v Multijet II 75,D
2409,1.3 16v Multijet II 75 4x4,D
2410,0.9  8v Natural Power,P
2411,0.9  8v TwinAir Turbo 85,P
2412,0.9  8v TwinAir Turbo 90,P
2413,0.9  8v TwinAir Turbo 90 4x4,P
2414,1.3 16v Multijet 4x4 5MT (95 hp),D
2415,0.9 16v TwinAir Turbo 105,P
2416,1.9  8v JTD 80,D
2417,1.2  8v GPL,P
2418,1.2 16v Speedgear,P
2419,1.9  8v JTD 85,D
2420,1.3 16v Multijet Automatic,D
2421,1.3 16v Multijet 75,D
2422,1.3 16v Multijet 95,D
2423,1.3 16v Multijet 85 Eco,D
2424,0.9 16v TwinAir Turbo 85,P
2425,1.4  8v Easy Power,P
2426,1.4 16v Sporting,P
2427,1.4 16v MultiAir 135,P
2428,1.4 16v MultiAir 105,P
2429,1.3 16v Multijet 95 DPF,D
2430,1.3 16v Multijet 95 DPF Automatic,D
2431,1.4  8v GPL,P
2432,2.0 16v Jtd,D
2433,2.0  8v Jtd,D
2434,1.9  8v Mjet,D
2435,1.6 16v VVT,P
2436,1.3  8v,P
2437,1.4 16v Bipower,P
2438,1.0  8v Flexpower,P
2439,2.4 20v,P
2440,1.6 16v Flexpower,P
2441,1.6 16v EcoJet TwinTurbo 6MT (125 hp),D
2442,1.6 16v EcoJet TwinTurbo 6MT (145 hp),D
2443,1.6 16v EcoJet TwinTurbo 6MT (95 hp),D
2444,1.6 16v Multijet (120 hp),D
2445,1.6 16v E-torQ (110 hp),P
2446,1.4 16v 6MT (95 hp),P
2447,1.4 16v T-Jet MultiAir 6MT (120 hp),P
2448,2.0 16v Multijet 6MT,D
2449,2.0 16v Multijet 9AT,D
2450,2.4L 16v Multiair II Bifuel,PE
2451,2.2 16v Jtd TwinTurbo,D
2452,2.2 16v Jtd,D
2453,1.6 Duratec TI-VCT 6AT,P
2454,1.0 EcoBoost 5MT,P
2455,1.0 EcoBoost,P
2456,1.0 EcoBoost 6MT,P
2457,1.4 Duratec 5MT,P
2458,1.6 Duratorq TDCi 5MT,D
2459,1.5 Duratorq TDCi 5MT,D
2460,1.8D MT,D
2461,1.4 TDCI 5MT,D
2462,1.5 TDCi ECOnetic 6MT,D
2463,2.0 TDCi 6AT,D
2464,2.0 TDCi 6MT,D
2465,1.6 TDCi 5MT,D
2466,1.6 TDCi 6AT,D
2467,1.6 5MT,P
2468,1.6 Duratec TI-VCT 5MT,P
2469,1.6 EcoBoost 6MT,P
2470,1.8 TDCi 5MT,D
2471,1.5 EcoBoost 6MT,P
2472,1.5 EcoBoost 6AT,P
2473,1.6 Duratec TI-VCT Lpg 5MT,P
2474,1.6 Flexifuel 5MT,P
2475,1.6 Duratorq TDCi 6MT,D
2476,2.0 Duratorq TDCi 6AT,D
2477,2.0 Duratorq TDCi 6MT,D
2478,1.5 TDCi 6AT,D
2479,1.5 TDCi 6MT,D
2480,2.5 V6 5MT,P
2481,2.5 V6 AT,P
2482,4.6 V8 4AT,P
2483,5.4 AT,P
2484,6.0 AT,D
2485,6.8 AT,P
2486,7.3 AT,D
2487,1.6 Flex 5MT,P
2488,1.6 Flex Sigma,P
2489,1.6 Flex Sigma 5MT,P
2490,2.0 4WD 5MT,P
2491,2.0 Flex,P
2492,1.6 8V,PE
2493,1.0 SC 5MT,P
2494,1.5 5MT,P
2495,1.4 TDCi 6MT,D
2496,2.0 Flex 4AT,P
2497,2.0 Flex 4WD 5MT,P
2498,2.0 Flex 5MT,P
2499,2.0 Flex 6AT,P
2500,2.0 Flex 6MT,P
2501,1.0 EcoBoost 6AT,P
2502,1.5 Ti-VCT 5MT,P
2503,1.5 Ti-VCT 6AT,P
2504,1.5 TDCi 5MT,D
2505,2.0 6AT,P
2506,2.7 6AT,P
2507,2.7L ST V6 6AT Ecoboost,P
2508,3.7 V6 6AT,P
2509,2.0 TDCI 6MT,D
2510,2.0 TDCi Bi-Turbo 6AT,D
2511,2.2 TDCi 6AT,D
2512,3.2 TDCi 6AT,D
2513,2.5 TDCi 5MT,D
2514,3.0 TDCi 5MT,D
2515,1.6 Ecoboost 4WD 6AT,P
2516,1.6 Ecoboost 6AT,P
2517,2.0 Ecoboost 4WD 6AT,P
2518,2.0 Ecoboost 6AT,P
2519,2.3 4WD 4AT,P
2520,2.3 4WD 5MT,P
2521,3.0 4AT,P
2522,3.0 4WD 4AT,P
2523,3.0 4WD 6AT,P
2524,1.5 EcoBoost,P
2525,1.6 AT,P
2526,2.2 TDCi 6MT,D
2527,5.4 4AT,P
2528,5.4 4x4 4AT,P
2529,6.8 4AT,P
2530,6.8 4x4 4AT,P
2531,7.3 4AT,D
2532,7.3 4x4 4AT,D
2533,3.5 Ecoboost 4x4 6AT,P
2534,3.5 Ecoboost 6AT,P
2535,4.6 4AT,P
2536,4.6 4x4 4AT,P
2537,5.4 4x4 6AT,P
2538,5.4 6AT,P
2539,3.5 EcoBoost Platinum Series V6 10AT,P
2540,3.5 EcoBoost V6 10AT,P
2541,3.5 6AT,P
2542,4.0 5AT,P
2543,4.0 5MT,P
2544,4.6 5AT,P
2545,4.6 5MT,P
2546,4.6 6AT,P
2547,5.0 4AT,P
2548,3.0 V6 Power Stroke 10AT,D
2549,3.3 V6 6AT,P
2550,3.5 EcoBoost 10AT,P
2551,3.5 EcoBoost 6AT,P
2552,3.5 EcoBoost AT,P
2553,4.6 V8,P
2554,5.0 Ti-VCT V8 10AT,P
2555,5.0 Ti-VCT V8 6AT,P
2556,5.4 V8,P
2557,5.4 V8 Supercharged,P
2558,4.2 V6,P
2559,2.7 Nano GTDI EcoBoost,P
2560,6.4 V8 Power Stroke,D
2561,6.7 V8 Power Stroke,D
2562,6.7 V8 Power Stroke 6AT,D
2563,6.8 V10,P
2564,3.9 5MT,D
2565,7.3 V8 Power Stroke,D
2566,7.3 V8 Power Stroke AT,D
2567,7.3 V8 Power Stroke MT,D
2568,6.0 V8 Power Stroke,D
2569,6.2 V8 10AT,P
2570,1.6 Flex,P
2571,1.3 Duratec 5MT,P
2572,1.0,P
2573,1.4 TDCi Duratorq 5MT,D
2574,1.4 TDCi 5MT,D
2575,1.25 Duratec 5MT,P
2576,1.4 Duratec 5AT,P
2577,1.6 Duratec 5MT,P
2578,1.6 Duratec 4AT,P
2579,1.6 TDCi Duratorq 5MT,D
2580,1.3 Endura 5MT,P
2581,1.6 Zetec 5MT,P
2582,1.8 Di Endura 5MT,D
2583,1.1 Ti-VCT 5MT,P
2584,2.0 Duratec 5MT,P
2585,1.4 D 5MT,D
2586,3.0 CVT,P
2587,1.5 TDCi 8AT,D
2588,1.6 Ti-VCT Flexifuel 5MT,P
2589,1.6 Ti-VCT LPG,P
2590,2.0 Flexfuel 5MT,P
2591,1.5 TDCi ECOnetic 88g 6MT,D
2592,1.4 5MT,P
2593,1.8 Di 5MT,D
2594,1.8 TDdi 5MT,D
2595,1.6 4AT,P
2596,1.6 TDCi AT,D
