id,name,fuel_type
3347,GT410 Sport IPS 3.5 V6 24v VVTL-i Supercharged,P
3348,GT430 Sport 3.5 V6 24v VVTL-i Supercharged,P
3349,GT430 Sport IPS 3.5 V6 24v VVTL-i Supercharged,P
3350,IPS 3.5 V6 24v VVTL-i,P
3351,S 3.5 V6 24v VVTL-i Supercharged,P
3352,S IPS 3.5 V6 24v VVTL-i Supercharged,P
3353,Sport 410 3.5 V6 24v VVTL-i Supercharged,P
3354,Sport 410 IPS 3.5 V6 24v VVTL-i Supercharged,P
3355,CUP 3.5 V6 24v VVTL-i Supercharged,P
3356,CUP 360 3.5 V6 24v VVTL-i Supercharged,P
3357,CUP 380 3.5 V6 24v VVTL-i Supercharged,P
3358,CUP 430 3.5 V6 24v VVTL-i Supercharged,P
3359,CUP R 3.5 V6 24v VVTL-i Supercharged,P
3360,S Roadster 3.5 V6 24v VVTL-i Supercharged,P
3361,Sport 380 3.5 V6 24v VVTL-i Supercharged,P
3362,1.8 16v VVTL-i,P
3363,240R 1.8 16v VVTL-i Supercharged,P
3364,CUP 240 1.8 16v VVTL-i Supercharged,P
3365,CUP 255 1.8 16v VVTL-i Supercharged,P
3366,S 240 1.8 16v VVTL-i Supercharged,P
3367,S 260 1.8 16v VVTL-i Supercharged,P
3368,S RGB 1.8 16v VVTL-i Supercharged,P
3369,1.5 PHEV,P
3370,Drive-E 2.0 TD,P
3371,Drive-E 1.5 TD,P
3372,1.5 TD,P
3373,2.2 TD,D
3374,2.2l,D
3375,1.5 D15,D
3376,1.5d,D
3377,2.2 CRDe,D
3378,2.5 CRDe,D
3379,4.2 V8 Coupe Cambiocorsa,P
3380,4.2 V8 Coupe GT,P
3381,3.0 V6 D (250),D
3382,3.0 V6 D (275),D
3383,3.0 V6 24v BiTurbo,P
3384,3.0 V6 24v BiTurbo S,P
3385,3.0 V6 24v BiTurbo S Q4,P
3386,4.7 V8 Convertible,P
3387,4.7 V8 MC,P
3388,4.7 V8 Sport,P
3389,4.2 V8 Contemporary Classic,P
3390,4.2 V8 Coupe,P
3391,4.2 V8 LE,P
3392,4.2 V8 MC Victory,P
3393,4.2 V8 Spyder,P
3394,4.2 V8 Spyder Cambiocorsa,P
3395,4.7 V8 MC Stradale,P
3396,4.7 V8 S,P
3397,4.7 V8 S Automatic,P
3398,4.7 V8 S MC Sport Line,P
3399,4.7 V8 Sport Auto-Shift,P
3400,4.7 V8 Sport Shift,P
3401,3.0 V6 D (255),D
3402,3.0 V6 BiTurbo,P
3403,4.2 V8 Duoselect,P
3404,4.2 V8 Executive GT Duoselect,P
3405,4.2 V8 Sport GT Duoselect,P
3406,4.2 V8 Automatica,P
3407,4.2 V8 Executive GT,P
3408,4.2 V8 Executive GT Automatic,P
3409,4.2 V8 Executive GT Automatica,P
3410,4.2 V8 Sport GT,P
3411,4.2 V8 Sport GT Automatic,P
3412,4.2 V8 Sport GT Automatica,P
3413,4.7 V8 Sport GT S,P
3414,3.8 V8 BiTurbo GTS,P
3415,3.0 V6 BiTurbo S,P
3416,3.0 V6 BiTurbo S Q4,P
3417,4.2 V8 Spyder 90th Anniversary,P
3418,4.2 V8 Spyder GT,P
3419,1.3 MZR 5MT,P
3420,1.5 MZR 4AT,P
3421,1.5 MZR 5MT,P
3422,1.5 SkyActiv-G 5MT,P
3423,1.5 SkyActiv-G 6AT,P
3424,1.5 SkyActiv-G 6MT,P
3425,1.6 MZ-CD 5MT,D
3426,1.4 MZ-CD 5AT,D
3427,1.4 MZ-CD 5MT,D
3428,1.25 MZi 5MT,P
3429,1.4 MZi 5AT,P
3430,1.4 MZi 5MT,P
3431,1.6 MZi 5MT,P
3432,1.5 SkyActiv-D 6MT,D
3433,1.4 MZR 5MT,P
3434,1.6 MZ-CD 6MT,D
3435,1.6 MZR 4AT,P
3436,1.6 MZR 5MT,P
3437,2.0 DISI 6MT,P
3438,2.0 MZR 5AT,P
3439,2.0 MZR 5MT,P
3440,2.0 MZR 6MT,P
3441,2.0 MZR-CD 6MT,D
3442,2.0 SkyActiv-G 6AT,P
3443,2.0 SkyActiv-G 6MT,P
3444,2.2 MZR-CD 6MT,D
3445,2.2 SkyActiv-D 6AT,D
3446,2.2 SkyActiv-D 6MT,D
3447,2.3 MPS 6MT,P
3448,2.3 MPS DISI 6MT,P
3449,2.0 SkyActiv-G,P
3450,2.0 SkyActiv-G 120,P
3451,2.0 SkyActiv-G 165,P
3452,2.5 SkyActiv-G,P
3453,1.5 SkyActiv-D 6AT,D
3454,1.8 Skyactiv-D 6AT,D
3455,1.8 Skyactiv-D 6MT,D
3456,1.8 MZR 5MT,P
3457,2.0 DISI 5AT,P
3458,2.0 MZR 4AT,P
3459,2.0 MZR-CD 5MT,D
3460,2.0 SkyActiv-G i-ELOOP 6AT,P
3461,2.0 SkyActiv-G i-ELOOP 6MT,P
3462,2.2 SkyActiv-D i-ELOOP 6AT,D
3463,2.2 SkyActiv-D i-ELOOP 6MT,D
3464,2.5 MZR 6MT,P
3465,2.5 SkyActiv-G i-ELOOP 6AT,P
3466,2.3 MPS Turbo 6MT,P
3467,2.3 MZR 5AT,P
3468,2.3 MZR 5MT,P
3469,2.3 MZR 6MT,P
3470,2.2 SkyActiv-D 4x4 6MT,D
3471,2.2 SkyActiv-D,D
3472,1.5 MZR,P
3473,2.5 MZR-CD,D
3474,2.0 SkyActiv-G 120 FWD 6AT,P
3475,2.0 SkyActiv-G 120 FWD 6MT,P
3476,1.5 SkyActiv-D,D
3477,1.8 Skyactiv-D 4x4 6MT,D
3478,1.8 SkyActiv-D 6AT,D
3479,1.8 SkyActiv-D 6MT,D
3480,2.2 MZR-CD,D
3481,2.3 MPS Turbo,P
3482,3.5 V6 MZi,P
3483,3.7 V6 MZi,P
3484,1.8 16v MZR 5MT,P
3485,2.0 16v MZR 6MT,P
3486,1.5 SkyActiv-G 131,P
3487,1.8,P
3488,1.3 MZR 16v,P
3489,2.3 MZR 16v,P
3490,4.0 V8 32v Twin-Turbo,P
3491,3.8 V8 32v Turbo,P
3492,3.8 V8 32v Turbo Roadster,P
3493,180 D 6MT,D
3494,180 D 7AT,D
3495,200 D 8AT,D
3496,220,P
3497,220 4Matic,P
3498,220 D 8AT,D
3499,250 4Matic,P
3500,35 AMG,P
3501,35 AMG 4Matic,P
3502,45 AMG 4Matic 7AT,P
3503,150 5MT,P
3504,150 CVT,P
3505,160 5MT,P
3506,160 BlueEFFICIENCY 5MT,P
3507,160 BlueEFFICIENCY CVT,P
3508,160 CVT,P
3509,170 5MT,P
3510,170 CVT,P
3511,180 5MT,P
3512,180 CVT,P
3513,200 5MT,P
3514,200 CVT,P
3515,200 Turbo 6MT,P
3516,200 Turbo CVT,P
3517,160 6MT,P
3518,160 7AT,P
3519,180 6MT,P
3520,180 7AT,P
3521,180 BlueEFFICIENCY 6MT,P
3522,200 6MT,P
3523,200 7AT,P
3524,220 4Matic 7AT,P
3525,250 4Matic 7AT,P
3526,250 4Matic DCT 7AT,P
3527,250 4Matic Sport 7AT,P
3528,250 4Matic Sport DCT 7AT,P
3529,250 7AT,P
3530,250 DCT 7AT,P
3531,250 SPORT 4Matic 7AT,P
3532,250 Sport 6MT,P
3533,250 Sport 7AT,P
3534,250 Sport DCT 7AT,P
3535,160 CDI 6MT,D
3536,160 D 6MT,D
3537,160 D 7AT,D
3538,180 CDI 6MT,D
3539,180 CDI BlueEFFICIENCY 6MT,D
3540,180 D BlueEFFICIENCY 6MT,D
3541,180 CDI CVT,D
3542,200 CDI 6MT,D
3543,200 CDI CVT,D
3544,160 CDI 5MT,D
3545,160 CDI CVT,D
3546,180 CDI 7AT,D
3547,200 CDI 7AT,D
3548,200 D 4Matic 7AT,D
3549,200 D 6MT,D
3550,200 D 7AT,D
3551,220 CDI 7AT,D
3552,220 D 4Matic 7AT,D
3553,220 D 7AT,D
3554,160 CDI 5AT,D
3555,170 CDI 5AT,D
3556,170 CDI 5MT,D
3557,2.0 4Matic+ 8AT,P
3558,S 2.0 4Matic+ 8AT,P
3559,150 BlueEFFICIENCY 5MT,P
3560,170 BlueEFFICIENCY 5MT,P
3561,180 BlueEFFICIENCY 5MT,P
3562,180 BlueEFFICIENCY CVT,P
3563,170 NGT BlueEFFICIENCY 5MT,PC
3564,170 NGT BlueEFFICIENCY CVT,PC
3565,180 BlueEFFICIENCY 7AT,P
3566,200 BlueEFFICIENCY 6MT,P
3567,200 BlueEFFICIENCY 7AT,P
3568,200 Natural Gas 6MT,PC
3569,200 Natural Gas 7AT,PC
3570,200 Natural Gas Drive DCT 7AT,PC
3571,160 CDI 7AT,D
3572,180 CDI DCT 7AT,D
3573,180 CDI BlueEFFICIENCY 7AT,D
3574,200 CDI BlueEFFICIENCY 6MT,D
3575,200 CDI BlueEFFICIENCY 7AT,D
3576,200 CDI 4Matic 7AT,D
3577,220 CDI 4Matic 7AT,D
3578,220 CDI BlueEFFICIENCY 7AT,D
3579,180 D 9AT,D
3580,200 CGI 5AT,P
3581,200 CGI 6MT,P
3582,200 D 9AT,D
3583,200 EQ Boost,P
3584,200 EQ Boost 4Matic,P
3585,220 D 4Matic 9AT,D
3586,220 D 9AT,D
3587,300 D 4Matic 9AT,D
3588,300 D 9AT,D
3589,400 4Matic 7AT,P
3590,180 5AT,P
3591,240 5AT,P
3592,240 6MT,P
3593,240 4Matic 5AT,P
3594,320 5AT,P
3595,320 6MT,P
3596,320 4Matic 5AT,P
3597,180 CGI 5AT,P
3598,180 CGI 6MT,P
3599,250 CGI 5AT,P
3600,180 K BlueEFFICIENCY 5AT,P
3601,180 K BlueEFFICIENCY 6MT,P
3602,180 Kompressor 6MT,P
3603,200 Kompressor 5AT,P
3604,200 Kompressor 6MT,P
3605,180 Kompressor 5AT,P
3606,230 Kompressor 5AT,P
3607,230 Kompressor 6MT,P
3608,230 6MT,P
3609,230 7AT,P
3610,280 6MT,P
3611,280 7AT,P
3612,280 4Matic 5AT,P
3613,300 6MT,P
3614,300 7AT,P
3615,350 6MT,P
3616,350 7AT,P
3617,350 4Matic 5AT,P
3618,350 CGI 7AT,P
3619,300 4Matic 7AT,P
3620,350 e 7AT Hybrid,P
3621,200 CDI 5AT,D
3622,220 CDI 5AT,D
3623,220 CDI 6MT,D
3624,270 CDI 5AT,D
3625,270 CDI 6MT,D
3626,180 BlueTEC 6MT,D
3627,200 BlueTEC 6MT,D
3628,350 CDI BlueEFFICIENCY 7AT,D
3629,320 CDI 5AT,D
3630,320 CDI 6MT,D
3631,320 CDI 7AT,D
3632,300 CDI BlueEFFICIENCY 7AT,D
3633,220 CDI BlueEFFICIENCY Edition 6MT,D
3634,220 CDI BlueEFFICIENCY Edition 7AT,D
3635,250 CDI 6MT,D
3636,250 CDI BlueEFFICIENCY 7AT,D
3637,250 CDI BlueEFFICIENCY 4Matic 7AT,D
3638,220 BlueTEC 6MT,D
3639,220 BlueTEC 7AT,D
3640,220 BlueTEC BlueEFFICIENCY 7AT,D
3641,250 BlueTEC 4Matic 7AT,D
3642,250 BlueTEC 7AT,D
3643,300 BlueTEC HYBRID 7AT,D
3644,250 d 4Matic 9AT,D
3645,200 9AT,P
3646,200 9AT 4Matic,P
3647,250 9AT,P
3648,300 9AT,P
3649,400 4Matic 9AT,P
3650,220 BlueTEC 4Matic 9AT,D
3651,220 BlueTEC 9AT,D
3652,250 BlueTEC 9AT,D
3653,220 CDI BlueEFFICIENCY 6MT,D
3654,250 CDI BlueEFFICIENCY 6MT,D
3655,250 BlueTEC 4Matic 9AT,D
3656,230 5AT,P
3657,350 5AT,P
3658,C400,P
3659,C43 AMG,P
3660,C450 AMG,P
3661,350 CDI 5AT,D
3662,350 CDI 6MT,D
3663,350 CDI 7AT,D
3664,320 CDI 4Matic 5AT,D
3665,320 CDI 4Matic 7AT,D
3666,350 CDI 4Matic 5AT,D
3667,350 CDI 4Matic 7AT,D
3668,350 CDI BlueEfficiency 7AT,D
3669,250 CDI 4Matic 7AT,D
3670,220 BlueTec 6MT,D
3671,220 BlueTec 7AT,D
3672,3.0 CDI 5AT,D
3673,3.0 CDI Sportcoupe 5AT,D
3674,3.0 CDI T-Model 5AT,D
3675,3.2 V6 Kompressor 5AT,P
3676,3.2 V6 Kompressor Sportcoupe 5AT,P
3677,3.2 V6 Kompressor T-Model 5AT,P
3678,3.0 4Matic+ 9AT,P
3679,5.4 V8 5AT,P
3680,5.4 V8 T-Model 5AT,P
3681,6.2 V8 7AT,P
3682,6.2 V8 Coupe 7AT,P
3683,6.2 V8 Coupe PP 7AT,P
3684,6.2 V8 PP 7AT,P
3685,6.2 V8 T-Model 7AT,P
3686,6.2 V8 T-Model PP 7AT,P
3687,4.0 V8 7AT,P
3688,4.0 V8 Cabriolet 7AT,P
3689,4.0 V8 Coupe 7AT,P
3690,4.0 V8 S 7AT,P
3691,4.0 V8 S Cabriolet 7AT,P
3692,4.0 V8 S Coupe 7AT,P
3693,4.0 V8 S T-Model 7AT,P
3694,4.0 V8 T-Model 7AT,P
3695,108 CDI 5MT,D
3696,109 CDI,D
3697,109 CDI 5MT,D
3698,111 CDI 6MT,D
3699,500 5AT,P
3700,500 7AT 4Matic,P
3701,600 5AT,P
3702,500 BlueEFFICIENCY 4Matic 7AT,P
3703,500 BlueEFFICIENCY 7AT,P
3704,5.4 V8 5AT F1 Edition,P
3705,5.4 V8 Kompressor,P
3706,6.0 V8 7AT,P
3707,5.5 V8 7AT,P
3708,6.0 V12 5AT,P
3709,180 BlueEFFICIENCY,P
3710,220 4Matic DCT 7AT,P
3711,180d DCT 7AT,D
3712,220 4Matic,D
3713,2.0 4Matic 7AT,P
3714,2.0 4Matic Shooting Brake7AT,P
3715,200 Kompressor 5MT,P
3716,230 Kompressor 5MT,P
3717,320 7AT,P
3718,500 7AT,P
3719,320 CDI 7G-Tronic,D
3720,430 5AT,P
3721,5.4 Cabrio 5AT,P
3722,5.4 5AT,P
3723,6.2 7AT,P
3724,6.2 Cabrio 7AT,P
3725,6.2 Black Seriese 7AT,P
3726,350 4Matic,P
3727,350 D 4Matic 9AT,D
3728,400 D 4Matic 9AT,D
3729,400 4MATIC 7AT,P
3730,400 9AT,P
3731,350 BlueEFFICIENCY 7AT,P
3732,500 4MATIC 7AT,P
3733,500 9AT,P
3734,500 BlueEFFICIENCY 4MATIC 7AT,P
3735,350 BlueTEC 4MATIC 7AT,D
3736,350 BlueTEC 9AT,D
3737,350 CDI BlueEFFICIENCY 4MATIC 7AT,D
3738,250 BlueTEC 4MATIC 7AT,D
3739,3.0 4Matic 9AT,P
3740,5.4 5AT Kompressor,P
3741,5.5 V8 4MATIC 7AT,P
3742,5.5 V8 4MATIC Shooting Brake 7AT,P
3743,5.5 V8 S-Model 4MATIC 7AT,P
3744,5.5 V8 Shooting Brake 7AT,P
3745,350 D 9AT,D
3746,400 D 9AT,D
3747,240 4Matic 6MT,P
3748,280 4Matic 6MT,P
3749,430 4Matic 5AT,P
3750,500 4Matic 5AT,P
3751,200 CGI BlueEFFICIENCY 5AT,P
3752,250 BlueEFFICIENCY 7AT,P
3753,250 CGI BlueEFFICIENCY 5AT,P
3754,200 NGT,PC
3755,350 4Matic 7AT,P
3756,350 CGI BlueEFFICIENCY 7AT,P
3757,500 4Matic 7AT,P
3758,200 NGD 6MT,P
3759,200 NGD 7AT,P
3760,400 7AT,P
3761,300 BlueEFFICIENCY 4Matic 7AT,P
3762,300 BlueEFFICIENCY 7AT,P
3763,350 BlueEFFICIENCY 4Matic 7AT,P
3764,320 CDI 5MT,D
3765,420 CDI,D
3766,300 CDi BlueEFFICIENCY 7AT,D
3767,350 BlueTEC 7AT,D
3768,300 BlueTEC 7AT,D
3769,350 BlueTEC 4Matic 7AT,D
3770,350 d 9AT,D
3771,350 Cdi,D
3772,350 CDi 4Matic BlueEFFICIENCY 7AT,D
3773,280 CDI 6MT,D
3774,300 BlueTEC,D
3775,200 CDI,D
3776,220 CDI,D
3777,280 CDI 5AT,D
3778,220 CDi BlueEFFICIENCY 6MT,D
3779,220 CDi BlueEFFICIENCY 7AT,D
3780,250 BlueTEC 6MT,D
3781,250 CDi BlueEFFICIENCY 4Matic 7AT,D
3782,250 CDi BlueEFFICIENCY 5AT,D
3783,250 CDi BlueEFFICIENCY 6MT,D
3784,250 CDi BlueEFFICIENCY 7AT,D
3785,300 BlueTEC Hybrid 7AT,D
3786,200 BlueTEC 7AT,D
3787,200 CDi BlueEFFICIENCY 5AT,D
3788,200 CDi BlueEFFICIENCY 6MT,D
3789,200 D 4Matic 9AT,D
3790,350 CDi BlueEFFICIENCY 7AT,D
3791,280 6MT 4Matic,P
3792,320 5AT 4Matic,P
3793,430 5AT 4Matic,P
3794,3.0 V6 4MATIC 9AT,P
3795,5.0 V8 T-Model 5AT,P
3796,5.4 V8 Kompressor 5AT,P
3797,5.4 V8 Kompressor T-Model 5AT,P
3798,6.2 V8 T-Model,P
3799,5.5 V8 4Matic 7AT,P
3800,5.5 V8 4Matic S-Model 7AT,P
3801,5.5 V8 4Matic T-Model 7AT,P
3802,5.5 V8 T-Model 7AT,P
3803,5.5 V8 7AT 6X6,P
3804,350 d 7AT,D
3805,500 7AT 4X4,P
3806,350 D 7AT,D
3807,6.0 V12 7AT,P
3808,350 CDI BlueEFFICIENCY 4Matic 7AT,D
3809,450 4Matic 7AT,P
3810,500 4Matic BlueEFFICIENCY 7AT,P
3811,420 CDI 4Matic 7AT,D
3812,450 CDI 5Matic 7AT,D
3813,350 CDI BlueTec 4Matic 7AT,D
3814,250 6MT,P
3815,180 d 6MT,D
3816,180 d 7AT,D
3817,200 d 4Matic 7AT,D
3818,200 d 6MT,D
3819,200 d 7AT,D
3820,220 d 4Matic 7AT,D
3821,220 d 7AT,D
3822,300d 4Matic 9AT,D
3823,250 4Matic 9AT,P
3824,300 4Matic 9AT,P
3825,350 e 4Matic 7AT,P
3826,350 d 4Matic 9AT,D
3827,220 d 4Matic 9AT,D
3828,GLC43 AMG,P
3829,3.0 4Matic Coupe 9AT,P
3830,550 e 4MATIC 7AT,P
3831,500 e 4MATIC 7AT,P
3832,350 d 4MATIC 9AT,D
3833,250 d 4MATIC 9AT,D
3834,250 d 9AT,D
3835,3.0 4MATIC 7AT,P
3836,3.0 4MATIC Coupe 7AT,P
3837,5.5 4MATIC 7AT,P
3838,5.5 4MATIC Coupe 7AT,P
3839,5.5 4MATIC S 7AT,P
3840,5.5 4MATIC S Coupe 7AT,P
3841,280 4Matic 7AT,P
3842,220 BlueTEC 4Matic 7AT,D
3843,220 CDI BlueEFFICIENCY 4Matic 7AT,D
3844,400 4MATIC 9AT,P
3845,500 4MATIC 9AT,P
3846,4.0 V8 C 7AT,P
3847,4.0 V8 C Roadster 7AT,P
3848,4.0 V8 R 7AT,P
3849,4.0 V8 Roadster 7AT,P
3850,3.0 4Matic+ 8AT,P
3851,430 V8 5AT,P
3852,450 Hybrid AT,P
3853,400 BlueEFFICIENCY 4Matic 7AT,P
3854,420 CDI 7AT,D
3855,450 CDI 7AT,D
3856,350 CDI BlueTEC 7AT,D
3857,280 CDI 7AT,D
3858,300 CDI 7AT,D
3859,350 Bluetec 4Matic 7AT,D
3860,350 CDI 4MATIC 7AT,D
3861,280 CDI 4Matic 7AT,D
3862,600 7AT,P
3863,S550,P
3864,S550e,P
3865,350  5AT,P
3866,350  4Matic 5AT,P
3867,430 7AT,P
3868,430 4Matic 7AT,P
3869,400 Hybrid 7AT,P
3870,450 7AT,P
3871,500 Plug-in Hybrid,P
3872,350 BlueEFFICENCY 4Matic 7AT,P
3873,350 BlueEFFICENCY 7AT,P
3874,350 BlueTec 7AT,D
3875,350 BlueTec 4Matic 7AT,D
3876,350 D 4Matic 7AT,D
3877,500 4Matic 9AT,P
3878,5.5 V8 4Matic Cabriolet 7AT,P
3879,5.5 V8 4Matic Coupe 7AT,P
3880,6.0 V12 Cabriolet 7AT,P
3881,6.0 V12 Coupe 7AT,P
3882,400 BlueEFFICIENCY 7AT,P
3883,280 5MT,P
3884,180 9AT,P
3885,3.0 V6 9AT,P
3886,5.4 V8 7AT,P
3887,5.4 V8 Black Series 7AT,P
3888,5.4 V8 Kompressor Roadster 5AT,P
3889,6.2 V8 Black Series 7AT,P
3890,6.2 V8 GT Roadster 7AT,P
3891,6.2 V8 Roadster 7AT,P
3892,213 BlueTEC,D
3893,215 CDI,D
3894,216 BlueTEC,D
3895,216 CDI,D
3896,218 CDI,D
3897,219 BlueTEC,D
3898,219 CDI,D
3899,313 BlueTEC,D
3900,315 CDI,D
3901,318 CDI,D
3902,319 BlueTEC,D
3903,413 BlueTEC,D
3904,415 CDI,D
3905,416 BlueTEC,D
3906,418 CDI,D
3907,513 BlueTEC,D
3908,515 CDI,D
3909,516 BlueTEC,D
3910,518 CDI,D
3911,519 BlueTEC,D
3912,214,P
3913,314,P
3914,414,P
3915,224,P
3916,324,P
3917,424,P
3918,524,P
3919,211 CDI,D
3920,213 CDI,D
3921,311 CDI,D
3922,313 CDI,D
3923,411 CDI,D
3924,413 CDI,D
3925,208 CDI,D
3926,308 CDI,D
3927,408 CDI,D
3928,316 CDI,D
3929,416 CDI,D
3930,616 CDI,D
3931,209 CDI,D
3932,309 CDI,D
3933,409 CDI,D
3934,511 CDI,D
3935,513 CDI,D
3936,210 BlueTEC,D
3937,310 BlueTEC,D
3938,316 BlueTEC,D
3939,510 BlueTEC,D
3940,200 CDI 5MT,D
3941,220 CDI 5MT,D
3942,1.7 CDI 5AT,D
3943,1.7 CDI 5MT,D
3944,2.0 CDI 4Matic 6MT,D
3945,2.2 CDI 4Matic 6MT,D
3946,2.2 CDI 5AT,D
3947,3.2 5AT,P
3948,3.5 5AT,P
3949,3.0 CDI,D
3950,3.0 CDI 5MT,D
3951,2.0 CDI 5AT,D
3952,111 CDI 4Matic,D
3953,119 5AT,P
3954,122 5AT,P
3955,123 5AT,P
3956,126 5AT,P
3957,110 CDI 5MT,D
3958,112 CDI 5MT,D
3959,109 CDI 6MT,D
3960,122 CDI,D
3961,120 CDI,D
3962,111 CDI,D
3963,115 CDI,D
3964,115 CDI 4Matic,D
3965,110 CDI,D
3966,113 CDI,D
3967,116 CDI 4Matic,D
3968,114 CDI 6MT,D
3969,114 CDI 7AT,D
3970,116 CDI 6MT,D
3971,116 CDI 7AT,D
3972,119 BlueTEC 4X4 7AT,D
3973,119 BlueTEC 7AT,D
3974,220 d 6MT,D
3975,250 d 4Matic 7AT,D
3976,250 d 6MT,D
3977,250 d 7AT,D
3978,480cc DCI CVT,D
3979,498cc Progress CVT,D
3980,2.0 Turbo 6MT,P
3981,2.0L Turbo 8AT,P
3982,1.5 6MT,P
3983,1.5 8AT,P
3984,1.5 D 6AT,D
3985,1.5 D 6MT,D
3986,1.5 D 7AT,D
3987,1.6 D 6AT,D
3988,1.6 D 6MT,D
3989,2.0 D 6AT,D
3990,2.0 D 6MT,D
3991,2.0 D 8AT,D
3992,2.0 Turbo 6AT,P
3993,1.6 Turbo 6AT,P
3994,1.6 Turbo 6MT,P
3995,2.0L Turbo 6MT,P
3996,2.0 D ALL4 8AT,D
3997,1.4 6MT,P
3998,1.4 D 6MT,D
3999,1.2 6AT,P
4000,1.2 6MT,P
4001,1.4 6AT,P
4002,1.6 MT,P
4003,2.4 16v Sport Gear,P
4004,2.4 16v Sport Gear 4WD,P
4005,2.0 16v Turbo R,P
4006,2.0 16v Mivec 2WD,P
4007,2.0 16v Mivec 4WD,P
4008,1.8 16v DI-D 2WD,D
4009,1.8 16v DI-D 2WD ClearTec,D
4010,1.8 16v DI-D 4WD ClearTec,D
4011,1.8 16v DI-D Plus 2WD,D
4012,1.8 16v DI-D Plus 2WD ClearTec,D
4013,1.8 16v DI-D Plus 4WD,D
4014,1.8 16v DI-D Plus 4WD ClearTec,D
4015,2.2 16v DI-D 4WD Automatic,D
4016,1.6 DI-D,D
4017,1.9 16v DI-D (102),D
4018,1.9 16v DI-D (115),D
4019,3.2 V6 TD,D
4020,1.5 16v CVT,P
4021,1.5 16v DI-D,D
4022,1.5 16v Ralliart,P
4023,1.5 16v Turbo Ralliart,P
4024,1.5 16v 4WD,P
4025,2.3 16v D 4WD,D
4026,3.5 24v VIP,P
4027,1.8 16v Turbo,P
4028,1.8 16v Turbo 4WD,P
4029,2.0 16v Turbo 4WD,P
4030,2.0 16v GS,P
4031,2.0 dCi 5AT,D
4032,2.0 dCi 6MT,D
4033,2.4 16v GDI Automatic,P
4034,2.4 16v GDI Wagon,P
4035,2.4 16v GDI Wagon Automatic,P
4036,2.0 16v Sport 5-speed,P
4037,2.0 16v DI-D,D
4038,3.5i 4x4 Triton Flex,P
4039,2.5 16v D Turbo,D
4040,2.5 16v DI-D,D
4041,2.5 16v D Turbo GLS,D
4042,2.5 16v D Turbo HPE,D
4043,2.5 DI-D 4WD,D
4044,2.4 4x4 Flex Triton,P
4045,3.2 16v DI-D 1 4x4 Triton,D
4046,2.2 16v DI-D 4WD 6MT,D
4047,2.4 16v DI-D 4WD,D
4048,2.4 MIVEC DID,D
4049,3.5i 24v 4x4 Triton,P
4050,1.6 MIVEC 16v,P
4051,2.0 16v Sport,P
4052,1.8 16v 4WD,P
4053,1.8 16v Ralliart,P
4054,1.8 16v 1.8 DI-D ClearTec,D
4055,1.8 16v DI-D Plus ClearTec,D
4056,2.0 Turbo Evolution GSR FQ-300 TC-SST,P
4057,2.0 Turbo Evolution X GSR FQ-360,P
4058,2.0 Turbo Evolution X GSR FQ-400,P
4059,2.0 Turbo Evolution X MR,P
4060,2.0 Turbo Evolution X MR TC-SST,P
4061,2.0 Turbo Evolution X MR-T,P
4062,2.0 Turbo Evolution X Premium 5-speed,P
4063,2.0 Turbo Evolution X Premium TC-SST,P
4064,2.0 Turbo Evolution X TC-SST,P
4065,2.0 Turbo GSR Evolution X,P
4066,2.0 Turbo GSR Evolution X 5-speed,P
4067,2.0 Turbo GSR Evolution X TC-SST,P
4068,2.0 Turbo RS Evolution X,P
4069,2.0 Turbo RS Evolution X SE,P
4070,2.0 Turbo Evolution IX,P
4071,2.0 Turbo Evolution IX FQ-300,P
4072,2.0 Turbo Evolution IX FQ-320,P
4073,2.0 Turbo Evolution IX FQ-340,P
4074,2.0 Turbo Evolution IX FQ-360,P
4075,2.0 Turbo Evolution IX MR,P
4076,2.0 Turbo Evolution IX SE,P
4077,2.0 Turbo Evolution VII FQ-300,P
4078,2.0 Turbo Evolution VII GT-A,P
4079,2.0 Turbo Evolution VII RSII,P
4080,2.0 Turbo Evolution VIII,P
4081,2.0 Turbo Evolution VIII 260,P
4082,2.0 Turbo Evolution VIII 280,P
4083,2.0 Turbo Evolution VIII MR,P
4084,2.0 Turbo Evolution VIII RS,P
4085,2.0 Turbo Evolution Wagon GT,P
4086,2.0 Turbo Evolution Wagon GT-A,P
4087,2.0 Turbo Evolution Wagon MR GT,P
4088,2.0 Turbo Evolution Wagon MR GT-A,P
4089,2.0 Turbo GSR Evolution IX,P
4090,2.0 Turbo GSR Evolution IX MR,P
4091,2.0 Turbo GSR Evolution V,P
4092,2.0 Turbo GSR Evolution VI,P
4093,2.0 Turbo GSR Evolution VI eXtreme,P
4094,2.0 Turbo GSR Evolution VI Tommi Makinen Edition,P
4095,2.0 Turbo GSR Evolution VII,P
4096,2.0 Turbo GSR Evolution VIII,P
4097,2.0 Turbo GSR Evolution VIII MR,P
4098,2.0 Turbo GT Evolution IX,P
4099,2.0 Turbo RS Evolution IX,P
4100,2.0 Turbo RS Evolution IX MR,P
4101,2.0 Turbo RS Evolution V,P
4102,2.0 Turbo RS Evolution V RS450 Ralliart,P
4103,2.0 Turbo RS Evolution VI,P
4104,2.0 Turbo RS Evolution VI Tommi Makinen Edition,P
4105,2.0 Turbo RS Evolution VII,P
4106,2.0 Turbo RS Evolution VIII (5-speed),P
