"id","name","brand_id","category_id"
"1","Atlantic 250","1","1"
"2","Atlantic 400","1","1"
"3","Atlantic 500","1","1"
"4","Caponord","1","1"
"5","Dorsoduro","1","1"
"6","Mana","1","1"
"7","RS","1","1"
"8","RS4","1","1"
"9","RSV","1","1"
"10","RSV4","1","1"
"11","Scarabeo","1","1"
"12","Shiver","1","1"
"13","Sportcity","1","1"
"14","Sportcity Cube","1","1"
"15","Sportcity Street","1","1"
"16","SR Max 125","1","1"
"17","SRV","1","1"
"18","Tuareg","1","1"
"19","Tuono","1","1"
"20","Dominar","2","1"
"21","502 C","3","1"
"22","Adiva","3","1"
"23","Imperiale","3","1"
"24","Leoncino 500","3","1"
"25","TRK","3","1"
"26","F 650","4","1"
"27","F 700","4","1"
"28","F 800","4","1"
"29","G 650","4","1"
"30","HP2","4","1"
"31","HP4","4","1"
"32","K 1200","4","1"
"33","K 1300","4","1"
"34","K 1600","4","1"
"35","R 1200","4","1"
"36","R 1250","4","1"
"37","R 900","4","1"
"38","R Ninet","4","1"
"39","S 1000","4","1"
"40","Commander","5","1"
"41","Maverik","5","1"
"42","Maverik X3","5","1"
"43","Outlander","5","1"
"44","Outlander X","5","1"
"45","Outlander XT","5","1"
"46","Renegade","5","1"
"47","Spyder","5","1"
"48","250 NK","6","1"
"49","250 SR","6","1"
"50","650 NK","6","1"
"51","Cforce","6","1"
"52","UFORCE","6","1"
"53","UFORCE 1000","6","1"
"54","Z8 EX","6","1"
"55","Z8S","6","1"
"56","ZFORCE 1000","6","1"
"57","Desmosedici Rr","7","1"
"58","Diavel","7","1"
"59","Hypermotard","7","1"
"60","Hyperstrada","7","1"
"61","Monster","7","1"
"62","Multistrada","7","1"
"63","Scrambler","7","1"
"64","Sportclassic","7","1"
"65","Streetfighter","7","1"
"66","Superbike","7","1"
"67","Supersport","7","1"
"68","XDiavel","7","1"
"69","Breakout","8","1"
"70","Cvo","8","1"
"71","Dyna","8","1"
"72","Electra Glide","8","1"
"73","Fat Bob","8","1"
"74","Hd Street","8","1"
"75","Heritage","8","1"
"76","Road King","8","1"
"77","Softail","8","1"
"78","Sport Glide","8","1"
"79","Sportster","8","1"
"80","Street Bob","8","1"
"81","Touring","8","1"
"82","Trike","8","1"
"83","Vrsc","8","1"
"84","CB1000R","9","1"
"85","CB1000R+","9","1"
"86","CB1100","9","1"
"87","CB1300","9","1"
"88","CB400","9","1"
"89","CB500F","9","1"
"90","CB500X","9","1"
"91","CB600F","9","1"
"92","CB650F","9","1"
"93","CB650R","9","1"
"94","CBF1000","9","1"
"95","CBF1000F","9","1"
"96","CBF1000S","9","1"
"97","CBF1000T","9","1"
"98","CBR1000RR","9","1"
"99","CBR150R","9","1"
"100","CBR250R","9","1"
"101","CBR250RR","9","1"
"102","CBR500R","9","1"
"103","CBR600F","9","1"
"104","CBR600RR","9","1"
"105","CBR650F","9","1"
"106","CBR650R","9","1"
"107","CRF1100L Africa Twin","9","1"
"108","Forza 750","9","1"
"109","LEAD 110","9","1"
"110","SCOOPY 110","9","1"
"111","SH300","9","1"
"112","TALON 1000","9","1"
"113","VARIO 110","9","1"
"114","WAVE 110","9","1"
"115","WAVE 125","9","1"
"116","X-ADV750","9","1"
"117","Enduro","10","1"
"118","Supermoto","10","1"
"119","Svartpilen","10","1"
"120","Vitpilen","10","1"
"121","Challenger","11","1"
"122","Chief Classic","11","1"
"123","Chief Roadmaster","11","1"
"124","Chief Vintage","11","1"
"125","Chieftain","11","1"
"126","FTR","11","1"
"127","Scout","11","1"
"128","ER","12","1"
"129","Ninja","12","1"
"130","Teryx","12","1"
"131","Teryx Camo","12","1"
"132","Teryx LE","12","1"
"133","Teryx4","12","1"
"134","Teryx4 Camo","12","1"
"135","Teryx4 LE","12","1"
"136","Versys","12","1"
"137","W","12","1"
"138","Z","12","1"
"139","ZRX","12","1"
"140","ZZR","12","1"
"141","Adventure","13","1"
"142","Duke","13","1"
"143","Exc","13","1"
"144","RC","13","1"
"145","RC8","13","1"
"146","SMC","13","1"
"147","SMR","13","1"
"148","Supermoto","13","1"
"149","SX","13","1"
"150","Travel","13","1"
"151","Beverly","14","1"
"152","Carnaby","14","1"
"153","Mp3","14","1"
"154","Porter","14","1"
"155","Vespa","14","1"
"156","X7","14","1"
"157","X8","14","1"
"158","X9","14","1"
"159","Xevo","14","1"
"160","ACE","15","1"
"161","FS","15","1"
"162","FST","15","1"
"163","General","15","1"
"164","Ranger","15","1"
"165","Ranger Crew","15","1"
"166","Ranger XP","15","1"
"167","RZR","15","1"
"168","RZR XP","15","1"
"169","Sportsman","15","1"
"170","Sportsman XP","15","1"
"171","Quadro4","16","1"
"172","Quadro4 Steinbock","16","1"
"173","Snarler","17","1"
"174","B-King","18","1"
"175","Bandit GFS1250","18","1"
"176","Custom","18","1"
"177","Gladius","18","1"
"178","Naked","18","1"
"179","Sport Enduro Tourer","18","1"
"180","Street","18","1"
"181","Supersport","18","1"
"182","FJR","19","1"
"183","FX Nitro Xtx","19","1"
"184","FZ1","19","1"
"185","FZ6","19","1"
"186","FZ8","19","1"
"187","MT","19","1"
"188","Niken","19","1"
"189","Raptor","19","1"
"190","Side-By-Side","19","1"
"191","Sidewinder","19","1"
"192","T-Max","19","1"
"193","Tenere","19","1"
"194","Tracer","19","1"
"195","XSR","19","1"
"196","XT","19","1"
"197","XV","19","1"
"198","YZF","19","1"
"199","S-Series","20","2"
"200","J40 Outboard","21","2"
"201","STX-12F","12","2"
"202","STX-15F","12","2"
"203","Ultra 250X Jetski","12","2"
"204","Ultra 300X Jetski","12","2"
"205","Ultra 310X Jetski","12","2"
"206","MSX","15","2"
"207","GTI","22","2"
"208","GTX","22","2"
"209","RX-T","22","2"
"210","RXP-X","22","2"
"211","RXT-IS","22","2"
"212","RXT-X","22","2"
"213","Spark","22","2"
"214","DF100","23","2"
"215","DF140","23","2"
"216","DF150","23","2"
"217","DF170","23","2"
"218","DF175","23","2"
"219","DF20","23","2"
"220","DF200","23","2"
"221","DF225","23","2"
"222","DF30","23","2"
"223","DF300","23","2"
"224","DF350A","23","2"
"225","DF40","23","2"
"226","DF50","23","2"
"227","DF60","23","2"
"228","DF70A","23","2"
"229","DF80","23","2"
"230","DF80A","23","2"
"231","DF90A","23","2"
"232","D3-140 A","24","2"
"233","D3-170 A","24","2"
"234","D3-200 A","24","2"
"235","D3-220 A","24","2"
"236","Boats","19","2"
"237","FX HO","19","2"
"238","Outboard","19","2"
"239","Waverunner","19","2"
"240","124 Spider","25","3"
"241","500","25","3"
"242","500 Assetto Corse","25","3"
"243","500 Custom","25","3"
"244","500 Esseesse","25","3"
"245","500C","25","3"
"246","595","25","3"
"247","595 Competizione","25","3"
"248","595 Turismo","25","3"
"249","595C Turismo","25","3"
"250","695","25","3"
"251","695 Biposto","25","3"
"252","695 Tributo Ferrari","25","3"
"253","695 XSR Yamaha","25","3"
"254","Grande Punto","25","3"
"255","Grande Punto Esseesse","25","3"
"256","Punto Evo","25","3"
"257","Punto Evo Esseesse","25","3"
"258","CSX","26","3"
"259","CSX Type-S","26","3"
"260","ILX","26","3"
"261","Mdx","26","3"
"262","Rdx","26","3"
"263","RL","26","3"
"264","RLX","26","3"
"265","TL Type-S","26","3"
"266","TLX","26","3"
"267","Tsx","26","3"
"268","ZDX","26","3"
"269","147","27","3"
"270","156","27","3"
"271","159","27","3"
"272","166","27","3"
"273","4C","27","3"
"274","4C Spider","27","3"
"275","8C","27","3"
"276","Brera","27","3"
"277","Giulia","27","3"
"278","Giulia Q4","27","3"
"279","Giulia Quadrifoglio Verde","27","3"
"280","Giulietta","27","3"
"281","GT","27","3"
"282","GTV","27","3"
"283","Mito","27","3"
"284","Mito Quadrifoglio Verde","27","3"
"285","Spider","27","3"
"286","Stelvio","27","3"
"287","Stelvio Q4","27","3"
"288","Stelvio Quadrifoglio Verde","27","3"
"289","Cygnet","28","3"
"290","DB9","28","3"
"291","DB9 Volante","28","3"
"292","DBS","28","3"
"293","Rapide","28","3"
"294","V12 Vantage","28","3"
"295","V12 Vantage Roadster","28","3"
"296","V12 Vantage S","28","3"
"297","V12 Vantage S Roadster","28","3"
"298","V12 Zagato","28","3"
"299","V8 Vantage","28","3"
"300","V8 Vantage Roadster","28","3"
"301","V8 Vantage S","28","3"
"302","V8 Vantage S Roadster","28","3"
"303","Vanquish","28","3"
"304","A1","29","3"
"305","A1 Quattro","29","3"
"306","A1 Sportback","29","3"
"307","A2","29","3"
"308","A3","29","3"
"309","A3 Cabriolet","29","3"
"310","A3 Sedan","29","3"
"311","A3 Sportback","29","3"
"312","A4","29","3"
"313","A4 Allroad","29","3"
"314","A5","29","3"
"315","A5 Cabriolet","29","3"
"316","A5 Sportback","29","3"
"317","A6","29","3"
"318","A6 Allroad","29","3"
"319","A7","29","3"
"320","A7 Sportback","29","3"
"321","A8","29","3"
"322","Q2","29","3"
"323","Q3","29","3"
"324","Q3 RS","29","3"
"325","Q3 RS Performance","29","3"
"326","Q5","29","3"
"327","Q7","29","3"
"328","Q8","29","3"
"329","R8","29","3"
"330","RS3","29","3"
"331","RS3 Sportback","29","3"
"332","RS4","29","3"
"333","RS4 Avant","29","3"
"334","RS4 Cabriolet","29","3"
"335","RS4 Sedan","29","3"
"336","RS5","29","3"
"337","RS5 Cabriolet","29","3"
"338","RS5 Coupe","29","3"
"339","RS6 Avant","29","3"
"340","RS6 Avant Performance","29","3"
"341","RS6 Sedan","29","3"
"342","RS7 Sportback","29","3"
"343","RS7 Sportback Performance","29","3"
"344","S1","29","3"
"345","S1 Sportback","29","3"
"346","S3","29","3"
"347","S3 Sportback","29","3"
"348","S4","29","3"
"349","S4 Avant","29","3"
"350","S4 Cabriolet","29","3"
"351","S5","29","3"
"352","S6","29","3"
"353","S7","29","3"
"354","S8","29","3"
"355","SQ2","29","3"
"356","SQ5","29","3"
"357","SQ7","29","3"
"358","SQ8","29","3"
"359","TT","29","3"
"360","TT Coupe","29","3"
"361","TT Roadster","29","3"
"362","TT RS","29","3"
"363","TT RS Coupe","29","3"
"364","TT RS Coupe Plus","29","3"
"365","TT RS Roadster","29","3"
"366","TTS","29","3"
"367","TTS Coupe","29","3"
"368","TTS Roadster","29","3"
"369","BJ20","30","3"
"370","M40","30","3"
"371","MZ40","30","3"
"372","MZ45","30","3"
"373","Senova D20","30","3"
"374","Senova X25","30","3"
"375","Senova X35","30","3"
"376","Senova X65","30","3"
"377","Arnage","31","3"
"378","Arnage Drophead Coupe","31","3"
"379","Azure","31","3"
"380","Bentayga","31","3"
"381","Brooklands","31","3"
"382","Continental","31","3"
"383","Continental Flying Spur","31","3"
"384","Continental Gt","31","3"
"385","Mulsanne","31","3"
"386","1-Series","32","3"
"387","2-Series","32","3"
"388","2-Series Grand Coupè","32","3"
"389","3-Series","32","3"
"390","3-Series GT","32","3"
"391","4-Series","32","3"
"392","4-Series Cabrio","32","3"
"393","4-Series Gran Coupe","32","3"
"394","5-Series","32","3"
"395","5-Series GT","32","3"
"396","6-Series","32","3"
"397","6-Series Gran Coupe","32","3"
"398","6-Series Gran Turismo","32","3"
"399","6-Series GT","32","3"
"400","7-Series","32","3"
"401","8-Series","32","3"
"402","I8","32","3"
"403","M1-Series","32","3"
"404","M2-Series","32","3"
"405","M3-Series","32","3"
"406","M4-Series","32","3"
"407","M5-Series","32","3"
"408","M6-Series","32","3"
"409","M6-Series Gran Coupe","32","3"
"410","X1","32","3"
"411","X2","32","3"
"412","X3","32","3"
"413","X3 M","32","3"
"414","X4","32","3"
"415","X4 M","32","3"
"416","X5","32","3"
"417","X5 M","32","3"
"418","X6","32","3"
"419","X6 M","32","3"
"420","X7","32","3"
"421","Z3","32","3"
"422","Z3 M","32","3"
"423","Z4","32","3"
"424","Z4 M","32","3"
"425","Galena","33","3"
"426","Jinbei","33","3"
"427","M1","33","3"
"428","V5","33","3"
"429","Veyron 16.4","34","3"
"430","Cascada","35","3"
"431","Excelle","35","3"
"432","Lacrosse","35","3"
"433","Regal","35","3"
"434","ATS","36","3"
"435","BLS","36","3"
"436","CT6","36","3"
"437","CTS","36","3"
"438","CTS-V","36","3"
"439","Escalade","36","3"
"440","Escalade ESV","36","3"
"441","Xt5","36","3"
"442","XT6","36","3"
"443","XTS","36","3"
"444","Csr","37","3"
"445","Seven 165","37","3"
"446","A3","38","3"
"447","Apola","38","3"
"448","Arrizo","38","3"
"449","Chance","38","3"
"450","Cielo","38","3"
"451","J3","38","3"
"452","M11","38","3"
"453","New Tiggo","38","3"
"454","Niche","38","3"
"455","Orinoco","38","3"
"456","Qq","38","3"
"457","Skin","38","3"
"458","Speranza M11","38","3"
"459","Speranza M12","38","3"
"460","Tengo","38","3"
"461","Tiggo","38","3"
"462","Agile","39","3"
"463","Astra","39","3"
"464","Aveo","39","3"
"465","Beat","39","3"
"466","Blazer","39","3"
"467","Camaro","39","3"
"468","Camaro SS","39","3"
"469","Captiva","39","3"
"470","Celta","39","3"
"471","Classic","39","3"
"472","Cobalt","39","3"
"473","Colorado","39","3"
"474","Corsa","39","3"
"475","Corvette","39","3"
"476","Cruze","39","3"
"477","Epica","39","3"
"478","Equinox","39","3"
"479","Estate","39","3"
"480","Express","39","3"
"481","Impala","39","3"
"482","Kalos","39","3"
"483","Lacetti","39","3"
"484","Malibu","39","3"
"485","Meriva","39","3"
"486","Montana","39","3"
"487","Monte Carlo","39","3"
"488","Nubira","39","3"
"489","Onix","39","3"
"490","Optra","39","3"
"491","Orlando","39","3"
"492","Prisma","39","3"
"493","S10","39","3"
"494","Silverado","39","3"
"495","Silverado 1500","39","3"
"496","Sonic","39","3"
"497","Spark","39","3"
"498","Spark Gt","39","3"
"499","Spin","39","3"
"500","SS","39","3"
"501","Suburban","39","3"
"502","Tacuma","39","3"
"503","Tahoe","39","3"
"504","Tosca","39","3"
"505","Tracker","39","3"
"506","Trax","39","3"
"507","Vectra","39","3"
"508","Vectra Gt-X","39","3"
"509","Zafira","39","3"
"510","200","40","3"
"511","200C","40","3"
"512","300C","40","3"
"513","Pacifica","40","3"
"514","Pt Cruiser","40","3"
"515","Sebring","40","3"
"516","Town & Country","40","3"
"517","Voyager","40","3"
"518","Berlingo","41","3"
"519","C-Crosser","41","3"
"520","C-Elysee","41","3"
"521","C1","41","3"
"522","C2","41","3"
"523","C3","41","3"
"524","C3 Aircross","41","3"
"525","C3 Picasso","41","3"
"526","C3 Pluriel","41","3"
"527","C3-XR","41","3"
"528","C4","41","3"
"529","C4 Aircross","41","3"
"530","C4 Cactus","41","3"
"531","C4 Coupe","41","3"
"532","C4 Grand Picasso","41","3"
"533","C4 Picasso","41","3"
"534","C4 SpaceTourer","41","3"
"535","C5","41","3"
"536","C5 Aircross","41","3"
"537","C5 Tourer","41","3"
"538","C6","41","3"
"539","C8","41","3"
"540","DS3","41","3"
"541","DS3 Crossback","41","3"
"542","DS4","41","3"
"543","DS5","41","3"
"544","DS7 Crossback","41","3"
"545","Evasion","41","3"
"546","Grand C4 Spacetourer","41","3"
"547","Jumper","41","3"
"548","Jumpy","41","3"
"549","Jumpy Atlante","41","3"
"550","Nemo","41","3"
"551","Relay","41","3"
"552","Saxo","41","3"
"553","Spacetourer","41","3"
"554","Xantia","41","3"
"555","XSara","41","3"
"556","XSara Picasso","41","3"
"557","Ateca","42","3"
"558","Formentor","42","3"
"559","Dokker","43","3"
"560","Dokker MPV","43","3"
"561","Dokker Stepway","43","3"
"562","Duster","43","3"
"563","Lodgy","43","3"
"564","Lodgy MPV","43","3"
"565","Lodgy Stepway","43","3"
"566","Logan","43","3"
"567","Logan Mcv","43","3"
"568","Sandero","43","3"
"569","Sandero Stepway","43","3"
"570","Solenza","43","3"
"571","Epica","44","3"
"572","Gentra","44","3"
"573","Lacetti","44","3"
"574","Matiz Creative","44","3"
"575","Nubira","44","3"
"576","Tosca","44","3"
"577","Winstorm","44","3"
"578","Altis","45","3"
"579","Copen","45","3"
"580","Avenger","46","3"
"581","Caliber","46","3"
"582","Caravan","46","3"
"583","Challenger","46","3"
"584","Charger","46","3"
"585","Dart","46","3"
"586","Durango","46","3"
"587","Grand Caravan","46","3"
"588","GTS","46","3"
"589","Journey","46","3"
"590","Magnum","46","3"
"591","Neon","46","3"
"592","Nitro","46","3"
"593","RAM 1500","46","3"
"594","RAM 2500","46","3"
"595","RAM 3500","46","3"
"596","RAM 4000","46","3"
"597","RAM Chassis Cab","46","3"
"598","Ram H100","46","3"
"599","Ram ProMaster","46","3"
"600","Ram Promaster City","46","3"
"601","Stratus","46","3"
"602","Viper","46","3"
"603","AX7","47","3"
"604","Venucia E30","47","3"
"605","360 Modena","48","3"
"606","458 Italia","48","3"
"607","488 GTB","48","3"
"608","488 Spider","48","3"
"609","575M Maranello","48","3"
"610","599 Fiorano","48","3"
"611","599 GTO","48","3"
"612","612 Scaglietti","48","3"
"613","812 Superfast","48","3"
"614","California","48","3"
"615","California T","48","3"
"616","Enzo","48","3"
"617","F12 Berlinetta","48","3"
"618","F430","48","3"
"619","F8 Tributo","48","3"
"620","FF","48","3"
"621","P4/5 By Pininfarina","48","3"
"622","SA Aperta","48","3"
"623","124 Spider","49","3"
"624","500","49","3"
"625","500C","49","3"
"626","500L","49","3"
"627","500X","49","3"
"628","Aegea","49","3"
"629","Albea","49","3"
"630","Argo","49","3"
"631","Bravo","49","3"
"632","Coupe","49","3"
"633","Croma","49","3"
"634","Cronos","49","3"
"635","Doblo","49","3"
"636","Ducato","49","3"
"637","Fiorino","49","3"
"638","Freemont","49","3"
"639","Fullback","49","3"
"640","Grande Punto","49","3"
"641","Idea","49","3"
"642","Linea","49","3"
"643","Marea","49","3"
"644","Mille","49","3"
"645","Mobi","49","3"
"646","Multipla","49","3"
"647","Ottimo","49","3"
"648","Palio","49","3"
"649","Panda","49","3"
"650","Punto","49","3"
"651","Punto Evo","49","3"
"652","Qubo","49","3"
"653","Scudo","49","3"
"654","Sedici","49","3"
"655","Seicento","49","3"
"656","Siena","49","3"
"657","Stilo","49","3"
"658","Strada","49","3"
"659","Talento","49","3"
"660","Tipo","49","3"
"661","Toro","49","3"
"662","Ulysse","49","3"
"663","Uno","49","3"
"664","Viaggio","49","3"
"665","B-Max","50","3"
"666","Bantam","50","3"
"667","C-Max","50","3"
"668","Contour","50","3"
"669","Cougar","50","3"
"670","Crown Victoria","50","3"
"671","E-Series","50","3"
"672","Ecosport","50","3"
"673","Edge","50","3"
"674","Endeavour","50","3"
"675","Escape","50","3"
"676","Escort","50","3"
"677","Everest","50","3"
"678","Excursion","50","3"
"679","Expedition","50","3"
"680","Explorer","50","3"
"681","F-150","50","3"
"682","F-250 Super Duty","50","3"
"683","F-350 Super Duty","50","3"
"684","F-450 Super Duty","50","3"
"685","F-550 Super Duty","50","3"
"686","Fiesta","50","3"
"687","Fiesta ST","50","3"
"688","Figo","50","3"
"689","Figo Aspire","50","3"
"690","Five Hundred","50","3"
"691","Focus","50","3"
"692","Focus C-Max","50","3"
"693","Focus RS","50","3"
"694","Focus ST","50","3"
"695","Freestyle","50","3"
"696","Fusion","50","3"
"697","Fusion USA","50","3"
"698","Galaxy","50","3"
"699","Gt","50","3"
"700","Ka","50","3"
"701","Ka Sport","50","3"
"702","Ka+","50","3"
"703","Kuga","50","3"
"704","Maverick","50","3"
"705","Mondeo","50","3"
"706","Mondeo St","50","3"
"707","Mustang","50","3"
"708","Mustang Boss 302","50","3"
"709","Mustang Convertible","50","3"
"710","Mustang GT","50","3"
"711","Mustang GT Convertible","50","3"
"712","Mustang GT Export","50","3"
"713","Mustang Shelby GT","50","3"
"714","Mustang Shelby GT Convertible","50","3"
"715","Mustang Shelby GT350","50","3"
"716","Mustang Shelby GT500","50","3"
"717","Mustang Shelby GT500 Convertible","50","3"
"718","Mustang Shelby GT500kr","50","3"
"719","Puma","50","3"
"720","Puma St","50","3"
"721","Ranger","50","3"
"722","Ranger T6","50","3"
"723","Raptor","50","3"
"724","S-Max","50","3"
"725","Taurus","50","3"
"726","Taurus SHO","50","3"
"727","Territory","50","3"
"728","Tourneo Connect","50","3"
"729","Tourneo Courier","50","3"
"730","Tourneo Custom","50","3"
"731","Transit","50","3"
"732","Transit Connect","50","3"
"733","Transit Courier","50","3"
"734","Transit Custom","50","3"
"735","Windstar","50","3"
"736","Emgrand Ec7","51","3"
"737","EQ900","52","3"
"738","GT70","52","3"
"739","GT80","52","3"
"740","GT90","52","3"
"741","Gv80","52","3"
"742","Acadia","53","3"
"743","Canyon","53","3"
"744","Savana","53","3"
"745","Sierra","53","3"
"746","Sierra 1500","53","3"
"747","Yukon","53","3"
"748","Yukon XL","53","3"
"749","Coolbear","54","3"
"750","Haval H9","54","3"
"751","Haval M2","54","3"
"752","Hover","54","3"
"753","Hover 5","54","3"
"754","Hover 6","54","3"
"755","Steed","54","3"
"756","Steed 5","54","3"
"757","V200","54","3"
"758","Voleex C30","54","3"
"759","Voleex C50","54","3"
"760","Wingle","54","3"
"761","X200","54","3"
"762","Barina Spark","55","3"
"763","Captiva","55","3"
"764","Cascada","55","3"
"765","Colorado","55","3"
"766","Commodore","55","3"
"767","Epica","55","3"
"768","Equinox","55","3"
"769","Insignia","55","3"
"770","Spark","55","3"
"771","Trax","55","3"
"772","Viva","55","3"
"773","Accord","9","3"
"774","Accord Tourer","9","3"
"775","Accord Type-S","9","3"
"776","Avancier","9","3"
"777","Brio","9","3"
"778","City","9","3"
"779","Civic","9","3"
"780","Civic IMA","9","3"
"781","Civic Si","9","3"
"782","Civic Type-R","9","3"
"783","CR-V","9","3"
"784","CR-Z","9","3"
"785","Crider","9","3"
"786","Element","9","3"
"787","Fit","9","3"
"788","FR-V","9","3"
"789","Freed","9","3"
"790","HR-V","9","3"
"791","Insight","9","3"
"792","Integra Type-S","9","3"
"793","Jazz","9","3"
"794","Odyssey","9","3"
"795","Passport","9","3"
"796","Pilot","9","3"
"797","Ridgeline","9","3"
"798","S2000","9","3"
"799","UR-V","9","3"
"800","Accent","56","3"
"801","Aura","56","3"
"802","Avante","56","3"
"803","Azera","56","3"
"804","Click","56","3"
"805","Coupe","56","3"
"806","Creta","56","3"
"807","Elantra","56","3"
"808","Elantra Touring","56","3"
"809","EON","56","3"
"810","Galloper","56","3"
"811","Genesis","56","3"
"812","Genesis Coupe","56","3"
"813","Genesis Sedan","56","3"
"814","Getz","56","3"
"815","Grand I10","56","3"
"816","Grand Starex","56","3"
"817","Grandeur","56","3"
"818","H-1","56","3"
"819","H-100","56","3"
"820","H-200","56","3"
"821","H1","56","3"
"822","H300","56","3"
"823","Hb20","56","3"
"824","Huiyi","56","3"
"825","I10","56","3"
"826","I20","56","3"
"827","I30","56","3"
"828","I30 N","56","3"
"829","I40","56","3"
"830","I800","56","3"
"831","Iload","56","3"
"832","Ix20","56","3"
"833","Ix35","56","3"
"834","Ix55","56","3"
"835","Kona","56","3"
"836","Matrix","56","3"
"837","Santa Fe","56","3"
"838","Solaris","56","3"
"839","Sonata","56","3"
"840","Sonica","56","3"
"841","Starex","56","3"
"842","Starex Royale","56","3"
"843","TB","56","3"
"844","Terracan","56","3"
"845","Tiburon","56","3"
"846","Trajet","56","3"
"847","Tucson","56","3"
"848","Tucson Ix","56","3"
"849","Tuscani","56","3"
"850","Veloster","56","3"
"851","Veracruz","56","3"
"852","Verna","56","3"
"853","EX","57","3"
"854","FX","57","3"
"855","G25","57","3"
"856","G35","57","3"
"857","G37","57","3"
"858","M30","57","3"
"859","M35h","57","3"
"860","M37","57","3"
"861","M56","57","3"
"862","Q30","57","3"
"863","Q50","57","3"
"864","Q60","57","3"
"865","Q70","57","3"
"866","QX30","57","3"
"867","QX50","57","3"
"868","QX56","57","3"
"869","QX60","57","3"
"870","QX70","57","3"
"871","QX80","57","3"
"872","D-Max","58","3"
"873","MU-X","58","3"
"874","N-Series","58","3"
"875","Taga","58","3"
"876","V-Cross","58","3"
"877","C-X16","59","3"
"878","E-Pace","59","3"
"879","F-Pace","59","3"
"880","F-Type","59","3"
"881","S-Type","59","3"
"882","X-Type","59","3"
"883","XE","59","3"
"884","XF","59","3"
"885","XFR","59","3"
"886","XJ","59","3"
"887","XK","59","3"
"888","Cherokee","60","3"
"889","Commander","60","3"
"890","Compass","60","3"
"891","Grand Cherokee","60","3"
"892","Grand Commander","60","3"
"893","Patriot","60","3"
"894","Renegade","60","3"
"895","Wrangler","60","3"
"896","Bongo","61","3"
"897","Borrego","61","3"
"898","Cadenza","61","3"
"899","Carens","61","3"
"900","Carnival","61","3"
"901","Ceed","61","3"
"902","Cerato","61","3"
"903","Forte","61","3"
"904","K7","61","3"
"905","Magentis","61","3"
"906","Mohave","61","3"
"907","Morning","61","3"
"908","Opirus","61","3"
"909","Optima","61","3"
"910","Picanto","61","3"
"911","Pride","61","3"
"912","Proceed","61","3"
"913","Rio","61","3"
"914","Sedona","61","3"
"915","Sorento","61","3"
"916","Soul","61","3"
"917","Sportage","61","3"
"918","Stinger","61","3"
"919","Stonic","61","3"
"920","Venga","61","3"
"921","X-Bow","13","3"
"922","X-Bow GT","13","3"
"923","X-Bow R","13","3"
"924","X-Bow RR","13","3"
"925","Niva","62","3"
"926","Xray","62","3"
"927","Aventador","63","3"
"928","Gallardo","63","3"
"929","Huracan","63","3"
"930","Murcielago","63","3"
"931","Urus","63","3"
"932","Delta","64","3"
"933","Musa","64","3"
"934","New Ypsilon","64","3"
"935","Thema","64","3"
"936","Voyager","64","3"
"937","Ypsilon","64","3"
"938","Defender","65","3"
"939","Discovery","65","3"
"940","Discovery Sport","65","3"
"941","Freelander","65","3"
"942","Range Rover","65","3"
"943","Range Rover Evoque","65","3"
"944","Range Rover Sport","65","3"
"945","Range Rover Velar","65","3"
"946","ES","66","3"
"947","GS","66","3"
"948","GX","66","3"
"949","IS","66","3"
"950","LS","66","3"
"951","LX","66","3"
"952","NX","66","3"
"953","RC","66","3"
"954","RX","66","3"
"955","Ux","66","3"
"956","MKC","67","3"
"957","MKZ","67","3"
"958","Navigator","67","3"
"959","2-Eleven","68","3"
"960","3-Eleven","68","3"
"961","Elise","68","3"
"962","Europa","68","3"
"963","Evora","68","3"
"964","Exige","68","3"
"965","01","69","3"
"966","02","69","3"
"967","03","69","3"
"968","Bolero","70","3"
"969","Goa","70","3"
"970","Imperio","70","3"
"971","Marazzo","70","3"
"972","Nuvosport","70","3"
"973","Pick-Up","70","3"
"974","Quanto","70","3"
"975","Scorpio","70","3"
"976","Thar","70","3"
"977","Xuv500","70","3"
"978","Xylo","70","3"
"979","Coupe (4200 GT)","71","3"
"980","Ghibli","71","3"
"981","Grancabrio","71","3"
"982","Gransport","71","3"
"983","Granturismo","71","3"
"984","Levante","71","3"
"985","Quattroporte","71","3"
"986","Spyder (4200 GT)","71","3"
"987","2","72","3"
"988","3","72","3"
"989","5","72","3"
"990","6","72","3"
"991","Atenza","72","3"
"992","Axela","72","3"
"993","Bongo","72","3"
"994","Bt-50","72","3"
"995","Bt2500","72","3"
"996","CX-3","72","3"
"997","CX-30","72","3"
"998","CX-5","72","3"
"999","CX-7","72","3"
"1000","CX-8","72","3"
"1001","CX-9","72","3"
"1002","MX-5","72","3"
"1003","Protege","72","3"
"1004","RX-8","72","3"
"1005","Tribute","72","3"
"1006","720S","73","3"
"1007","MP4-12C","73","3"
"1008","A-Class","74","3"
"1009","A45 AMG","74","3"
"1010","B-Class","74","3"
"1011","C-Class","74","3"
"1012","C-Class Cabriolet","74","3"
"1013","C-Class Coupe","74","3"
"1014","C-Class Sportcoupe","74","3"
"1015","C-Class T-Model","74","3"
"1016","C30 AMG","74","3"
"1017","C32 AMG","74","3"
"1018","C43 AMG","74","3"
"1019","C55 AMG","74","3"
"1020","C63 AMG","74","3"
"1021","Citan","74","3"
"1022","CL","74","3"
"1023","CL55 AMG","74","3"
"1024","CL55 AMG�","74","3"
